,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
0,0.5400557777651269,4.415092402492282,1.4591297739330498,-0.8902113306179592,1.1245801376268025,-0.7050809453542867,-0.6662998094113358,3.1531967919308075,-3.2540598532055753,-1.8777122067212262,0.23181120970478594,0.4786815563575142,-1.8464042289999132,0.6270933085387506,-0.2547036660776755,3.5579693978019655,3.7754156037187356,3.5175915767530967,-0.535295452202655,-2.123874329489951
0,-1.2056388455898068,4.14971577551656,-2.963073339486151,-2.909510960948637,3.5016520583985753,-4.113310605386066,-1.4911729519750543,-2.422941104938291,4.156576089299433,-1.1730556297058763,1.369044957769511,-0.8250607345806925,0.5179481711589295,-1.948907586745355,-1.276456144354029,1.0463142414081552,-0.4354503729719437,-0.5201226033804311,-0.20841335665472996,0.0606461409636933
0,0.19687144698614054,0.16578901733055879,-0.613220907058398,-1.7019702574652122,1.861504526396932,0.045858498814331405,-1.83465264154658,-1.5077458956732084,0.14587061269978055,1.005566613040107,0.1289979984533279,-0.041014189479028476,0.3461402575044246,-1.3771748570226139,1.2823802058889482,-0.20582641289752523,2.3319093160820628,0.3098759325594193,0.14610476332585196,-0.08955185058083721
0,0.7920018231220364,-0.7436930217287351,-0.017159906256931406,3.1598515606846576,1.8161850646587783,1.6245647982053704,0.806664614025754,0.5290336485950081,2.127518986348273,1.1107176682264643,0.6043391055386799,0.6374346061211734,-0.46864703973299543,1.1123566909321805,-0.8278767734246864,-0.8339616030398787,0.09651744326676635,-1.4519195987596591,-1.8719663256660968,-1.319152198015092
0,-0.4845798397846154,-1.151470408793082,1.6475955948807253,-0.464954002636875,0.8931731961447156,-0.9982513661627476,-0.21062895730713688,-0.16189914312257417,-0.16797946715545564,0.27754979952225534,-0.11292177783152765,0.19687678955256288,0.005048007971307903,-0.1058314991771953,-0.020113101841858237,0.2578788550809956,0.053023335298842,0.17811924845438978,0.602531261504933,0.16443813352055542
0,0.34543471651576524,2.5732941315058055,-0.4207157300324341,-1.0104815853032052,1.1971671442771339,-2.882314841936292,0.45260304602391493,-1.9794383515495744,0.5601982375073158,0.061403777834495174,0.46855728234824057,0.5531691134925536,0.6178706277822045,0.013543970194083333,-0.6994437791108338,-0.5319538814805578,-0.270699139910143,-0.08804478253181472,0.2242826438836153,-0.17764774113428944
0,-0.8667737366914497,-0.2715964264581327,1.5651343597264225,-2.636080379733392,3.18075642506817,1.7219260906290081,-1.252932392995222,0.3405214219922737,-0.5958667938109287,1.4448288267720366,0.33193442505278015,-1.3116003248069037,1.0631025544388004,1.030540805336798,1.1059035684236418,0.6018531374659352,0.6713584708848896,-0.0036508365089698326,-0.0026206051621935514,-0.25921636877326665
0,5.370770867547227,0.06276989617963749,1.4951249215760436,-6.70193164599294,-0.029162187050621492,-2.881175201513767,0.16932899898168038,-1.7465655989123556,-0.5826404918658954,3.5761280545247156,1.0745755726014805,0.254740608884997,1.37874437401899,-1.8511186946259428,2.5078972172318283,-0.6399731986176467,1.515253598872414,1.0521145409734596,1.7981798848609223,-4.378661628093936
0,-0.854823970216849,0.015487112734369994,1.6868226824457826,0.7416373287885772,-0.5728972155218658,-0.7392630903758817,-0.043009725061914486,-0.3275230591867017,-0.3096867409929239,0.35182398646029983,-0.24560928859724068,0.4209765810837788,0.36061602322648495,0.16523438474598998,-0.18964548480229612,0.1100702021553282,-0.15366707197334645,-0.18581213958262122,0.38523609302381157,0.3316995806417399
0,-1.85062202101437,-0.9775879160306811,-1.6360827009186862,0.3173251882025433,1.283587182050193,0.44679984439022713,-0.0888003132755437,0.3311745899324782,-0.5078536109567604,-0.27683722973274993,-0.8821560966699736,-0.3330075843391478,-0.03428408719371243,-1.081163812489373,0.46850773729305956,-0.607860960627368,0.7843040435479298,-0.055354064625907355,-0.3158956334976536,0.1776973505152085
